Revenue/Expenditure,Budget Type,District,Government,Value,Workplan,Year,Vote,Revenue Source
Revenue,Recurrent Revenues,Kabale District,District Government,"369,095",Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,NAADS (Districts) - Wage
Revenue,Recurrent Revenues,Kabale District,District Government,"174,989",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kabale District,District Government,"284,989",Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kabale District,District Government,"4,865",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Unspent balances - UnConditional Grants
Revenue,Recurrent Revenues,Kabale District,District Government,,Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Unspent balances - UnConditional Grants
Revenue,Recurrent Revenues,Kabale District,District Government,"33,848",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kabale District,District Government,"26,346",Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kabale District,District Government,"114,444",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Conditional Grant to Agric. Ext Salaries
Revenue,Recurrent Revenues,Kabale District,District Government,"66,919",Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Conditional Grant to Agric. Ext Salaries
Revenue,Development Revenues,Kabale District,District Government,"153,976",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Unspent balances - Conditional Grants
Revenue,Development Revenues,Kabale District,District Government,"1,413",Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Unspent balances - Conditional Grants
Revenue,Development Revenues,Kabale District,District Government,"1,753,664",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Conditional Grant for NAADS
Revenue,Development Revenues,Kabale District,District Government,"366,014",Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Conditional Grant for NAADS
Revenue,Development Revenues,Kabale District,District Government,,Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Other Transfers from Central Government
Revenue,Development Revenues,Kabale District,District Government,,Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Other Transfers from Central Government
Revenue,Development Revenues,Kabale District,District Government,,Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Locally Raised Revenues
Revenue,Development Revenues,Kabale District,District Government,,Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Locally Raised Revenues
Revenue,Development Revenues,Kabale District,District Government,"255,261",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kabale District,District Government,"94,087",Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kabale District,District Government,"71,738",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Conditional transfers to Production and Marketing
Revenue,Development Revenues,Kabale District,District Government,"64,083",Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Conditional transfers to Production and Marketing
Revenue,Development Revenues,Kabale District,District Government,"5,500",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,District Unconditional Grant - Non Wage
Revenue,Development Revenues,Kabale District,District Government,,Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,District Unconditional Grant - Non Wage
Expenditure,Recurrent Expenditure,Kabale District,District Government,"744,219",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Wage
Expenditure,Recurrent Expenditure,Kabale District,District Government,"721,004",Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Wage
Expenditure,Recurrent Expenditure,Kabale District,District Government,"159,638",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Non Wage
Expenditure,Recurrent Expenditure,Kabale District,District Government,"144,409",Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Non Wage
Expenditure,Development Expenditure,Kabale District,District Government,"2,240,139",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Domestic Development
Expenditure,Development Expenditure,Kabale District,District Government,"525,597",Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Domestic Development
Expenditure,Development Expenditure,Kabale District,District Government,0,Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 512,Donor Development
Expenditure,Development Expenditure,Kabale District,District Government,0,Workplan 4: Production and Marketing,2014/15 Proposed Budget,Vote: 512,Donor Development
Revenue,Recurrent Revenues,Kabale District,District Government,,Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kabale District,District Government,,Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kabale District,District Government,"494,249",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Conditional Grant to NGO Hospitals
Revenue,Recurrent Revenues,Kabale District,District Government,"494,249",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Conditional Grant to NGO Hospitals
Revenue,Recurrent Revenues,Kabale District,District Government,"293,940",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Conditional Grant to PHC- Non wage
Revenue,Recurrent Revenues,Kabale District,District Government,"293,940",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Conditional Grant to PHC- Non wage
Revenue,Recurrent Revenues,Kabale District,District Government,"4,588,082",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Conditional Grant to PHC Salaries
Revenue,Recurrent Revenues,Kabale District,District Government,"4,565,919",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Conditional Grant to PHC Salaries
Revenue,Recurrent Revenues,Kabale District,District Government,"9,214",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kabale District,District Government,"9,214",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kabale District,District Government,"35,331",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kabale District,District Government,"35,331",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kabale District,District Government,"2,717",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Unspent balances - UnConditional Grants
Revenue,Recurrent Revenues,Kabale District,District Government,,Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Unspent balances - UnConditional Grants
Revenue,Recurrent Revenues,Kabale District,District Government,"11,346",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Locally Raised Revenues
Revenue,Recurrent Revenues,Kabale District,District Government,"11,132",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Locally Raised Revenues
Revenue,Development Revenues,Kabale District,District Government,"197,781",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Conditional Grant to PHC - development
Revenue,Development Revenues,Kabale District,District Government,"197,762",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Conditional Grant to PHC - development
Revenue,Development Revenues,Kabale District,District Government,,Workplan 5: Health,2013/14 Approved Budget,Vote: 512,District Unconditional Grant - Non Wage
Revenue,Development Revenues,Kabale District,District Government,"5,000",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,District Unconditional Grant - Non Wage
Revenue,Development Revenues,Kabale District,District Government,"680,876",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Donor Funding
Revenue,Development Revenues,Kabale District,District Government,"968,057",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Donor Funding
Revenue,Development Revenues,Kabale District,District Government,"23,226",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,LGMSD (Former LGDP)
Revenue,Development Revenues,Kabale District,District Government,"23,226",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,LGMSD (Former LGDP)
Revenue,Development Revenues,Kabale District,District Government,"2,581",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Locally Raised Revenues
Revenue,Development Revenues,Kabale District,District Government,"2,581",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Locally Raised Revenues
Revenue,Development Revenues,Kabale District,District Government,"110,659",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kabale District,District Government,"134,559",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kabale District,District Government,,Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Unspent balances - Conditional Grants
Revenue,Development Revenues,Kabale District,District Government,"7,343",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Unspent balances - Conditional Grants
Expenditure,Recurrent Expenditure,Kabale District,District Government,"4,602,954",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Wage
Expenditure,Recurrent Expenditure,Kabale District,District Government,"4,580,792",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Wage
Expenditure,Recurrent Expenditure,Kabale District,District Government,"831,925",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Non Wage
Expenditure,Recurrent Expenditure,Kabale District,District Government,"828,994",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Non Wage
Expenditure,Development Expenditure,Kabale District,District Government,"334,247",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Domestic Development
Expenditure,Development Expenditure,Kabale District,District Government,"370,470",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Domestic Development
Expenditure,Development Expenditure,Kabale District,District Government,"680,876",Workplan 5: Health,2013/14 Approved Budget,Vote: 512,Donor Development
Expenditure,Development Expenditure,Kabale District,District Government,"968,057",Workplan 5: Health,2014/15 Proposed Budget,Vote: 512,Donor Development
Revenue,Recurrent Revenues,Kabale District,District Government,"9,853",Workplan 6: Education,2013/14 Approved Budget,Vote: 512,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kabale District,District Government,"9,853",Workplan 6: Education,2014/15 Proposed Budget,Vote: 512,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kabale District,District Government,"3,995,386",Workplan 6: Education,2013/14 Approved Budget,Vote: 512,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Kabale District,District Government,"3,979,633",Workplan 6: Education,2014/15 Proposed Budget,Vote: 512,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Kabale District,District Government,"843,880",Workplan 6: Education,2013/14 Approved Budget,Vote: 512,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Kabale District,District Government,"843,880",Workplan 6: Education,2014/15 Proposed Budget,Vote: 512,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Kabale District,District Government,"946,431",Workplan 6: Education,2013/14 Approved Budget,Vote: 512,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Kabale District,District Government,"1,320,011",Workplan 6: Education,2014/15 Proposed Budget,Vote: 512,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Kabale District,District Government,"15,830,477",Workplan 6: Education,2013/14 Approved Budget,Vote: 512,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Kabale District,District Government,"17,763,069",Workplan 6: Education,2014/15 Proposed Budget,Vote: 512,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Kabale District,District Government,"490,354",Workplan 6: Education,2013/14 Approved Budget,Vote: 512,Conditional Grant to Health Training Schools
Revenue,Recurrent Revenues,Kabale District,District Government,"653,805",Workplan 6: Education,2014/15 Proposed Budget,Vote: 512,Conditional Grant to Health Training Schools
Revenue,Recurrent Revenues,Kabale District,District Government,"150,240",Workplan 6: Education,2013/14 Approved Budget,Vote: 512,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kabale District,District Government,"250,240",Workplan 6: Education,2014/15 Proposed Budget,Vote: 512,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kabale District,District Government,"59,438",Workplan 6: Education,2013/14 Approved Budget,Vote: 512,Locally Raised Revenues
Revenue,Recurrent Revenues,Kabale District,District Government,"18,940",Workplan 6: Education,2014/15 Proposed Budget,Vote: 512,Locally Raised Revenues
Revenue,Recurrent Revenues,Kabale District,District Government,"1,549,221",Workplan 6: Education,2013/14 Approved Budget,Vote: 512,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Kabale District,District Government,"2,069,550",Workplan 6: Education,2014/15 Proposed Budget,Vote: 512,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Kabale District,District Government,"48,269",Workplan 6: Education,2013/14 Approved Budget,Vote: 512,District Unconditional Grant - Non Wage
